ATC-Bedeutung;ATC-Bedeutung_cleaned
(99mTc)Technetiumgaltifenin;mtc technetiumgaltifenin
(99mTc)Technetiumglucoheptonat;mtc technetiumglucoheptonat
(99mTc)Technetiumgluconat;mtc technetiumgluconat
(99mTc)Technetiumhynicoctreotid;mtc technetiumhynicoctreotid
(99mTc)Technetiumlidofenin;mtc technetiumlidofenin
(99mTc)Technetiummebrofenin;mtc technetiummebrofenin
(99mTc)Technetiummedronat;mtc technetiummedronat
(99mTc)Technetiummertiatid;mtc technetiummertiatid
(99mTc)Technetiumoxidronat;mtc technetiumoxidronat
(99mTc)Technetiumpentetat;mtc technetiumpentetat
(99mTc)Technetiumpertechnetat;mtc technetiumpertechnetat
(99mTc)Technetiumphytat;mtc technetiumphytat
(99mTc)Technetiumpyrophosphat;mtc technetiumpyrophosphat
(99mTc)Technetiumrheniumsulfidkolloid;mtc technetiumrheniumsulfidkolloid
(99mTc)Technetiumschwefelkolloid;mtc technetiumschwefelkolloid
(99mTc)Technetiumsestamibi;mtc technetiumsestamibi
(99mTc)Technetiumsuccimer;mtc technetiumsuccimer
(99mTc)Technetiumsuccimer, pentavalent;mtc technetiumsuccimer pentavalent
(99mTc)Technetiumsulesomab;mtc technetiumsulesomab
(99mTc)Technetiumteboroxim;mtc technetiumteboroxim
(99mTc)Technetiumtetrofosmin;mtc technetiumtetrofosmin
(99mTc)Technetiumtilmanocept;mtc technetiumtilmanocept
(99mTc)Technetiumtrofolastatchlorid;mtc technetiumtrofolastatchlorid
(99mTc)Technetiumvotumumab;mtc technetiumvotumumab
(99mTc)Technetiumzinnkolloid;mtc technetiumzinnkolloid
Teclistamab;teclistamab
Teclosan;teclosan
Tecovirimat;tecovirimat
Tedisamil;tedisamil
Tedizolid;tedizolid
Teduglutid;teduglutid
Tegafur;tegafur
Tegafur, Gimeracil und Oteracil;tegafur gimeracil oteracil
Tegafur, Kombinationen;tegafur kombinationen
Tegafur und Uracil;tegafur uracil
Tegaserod;tegaserod
Tegoprazan;tegoprazan
Teicoplanin;teicoplanin
Teilmengenabgabe im Rahmen der SARS-CoV-2- AMVersVO;teilmengenabgabe im rahmen der sars cov amversvo
Telaprevir;telaprevir
Telavancin;telavancin
Telbivudin;telbivudin
Telithromycin;telithromycin
Telmisartan;telmisartan
Telmisartan, Amlodipin und Hydrochlorothiazid;telmisartan amlodipin hydrochlorothiazid
Telmisartan und Amlodipin;telmisartan amlodipin
Telmisartan und Diuretika;telmisartan diuretika
Telmisartan und Hydrochlorothiazid;telmisartan hydrochlorothiazid
Telotristat;telotristat
Temafloxacin;temafloxacin
Temazepam;temazepam
Temgicoluril;temgicoluril
Temocapril;temocapril
Temocillin;temocillin
Temoporfin;temoporfin
Temozolomid;temozolomid
Temsirolimus;temsirolimus
Tenamfetamin-Testzone (MDA);tenamfetamin testzone mda
Tenapanor;tenapanor
Tenecteplase;tenecteplase
Teneligliptin;teneligliptin
Tenidap;tenidap
Teniposid;teniposid
Tenitramin;tenitramin
Tenofoviralafenamid;tenofoviralafenamid
Tenofovirdisoproxil;tenofovirdisoproxil
Tenofovirdisoproxil und Emtricitabin;tenofovirdisoproxil emtricitabin
Tenonitrozol;tenonitrozol
Tenoxicam;tenoxicam
Teplizumab;teplizumab
Tepotinib;tepotinib
Teprenon;teprenon
Teprotumumab;teprotumumab
Terazosin;terazosin
Terbinafin;terbinafin
Terbutalin;terbutalin
Terbutalin, Kombinationen;terbutalin kombinationen
Terconazol;terconazol
Terfenadin;terfenadin
Tergurid;tergurid
Teriflunomid;teriflunomid
Teriparatid;teriparatid
Terizidon;terizidon
Terlipressin;terlipressin
Terodilin;terodilin
Terpentin-Derivate;terpentin derivate
Tertatolol;tertatolol
Tesamorelin;tesamorelin
Testolacton;testolacton
Testosteron;testosteron
Testosteron und Estrogen;testosteron estrogen
Tetanus-Antitoxin;tetanus antitoxin
Tetanus-Immunglobulin;tetanus immunglobulin
Tetanus-Toxoid;tetanus toxoid
Tetanus-Toxoid, Kombinationen mit Diphtherie-Toxoid;tetanus toxoid kombinationen mit diphtherie toxoid
Tetanus-Toxoid, Kombinationen mit Tetanus-Immunglobulin;tetanus toxoid kombinationen mit tetanus immunglobulin
Tetrabenazin;tetrabenazin
Tetracain;tetracain
Tetracain, Kombinationen;tetracain kombinationen
Tetracosactid;tetracosactid
Tetracyclin;tetracyclin
Tetracyclin, Kombinationen;tetracyclin kombinationen
Tetracyclin und Nystatin;tetracyclin nystatin
Tetracyclin und Oleandomycin;tetracyclin oleandomycin
Tetragalacturonsäurehydroxymethylester;tetragalacturonsaeurehydroxymethylester
Tetrahydrocannabinol-Testzone;tetrahydrocannabinol testzone
Tetramethrin;tetramethrin
Tetrazepam;tetrazepam
Tetryzolin;tetryzolin
Tetryzolin, Kombinationen;tetryzolin kombinationen
Tetryzolin und Antazolin;tetryzolin antazolin
Teufelskrallenwurzel;teufelskrallenwurzel
Textilien;textilien
Tezepelumab;tezepelumab
Thalidomid;thalidomid
(201Tl)Thallium(I)chlorid;tl thallium i chlorid
Thebacon;thebacon
Thenalidin;thenalidin
Thenalidin, Kombinationen;thenalidin kombinationen
Theobromin;theobromin
Theobromin, Kombinationen;theobromin kombinationen
Theodrenalin;theodrenalin
Theophyllin;theophyllin
Theophyllin, Kombinationen;theophyllin kombinationen
Theophyllin, Kombinationen exkl. Psycholeptika;theophyllin kombinationen exkl psycholeptika
Theophyllin, Kombinationen mit Psycholeptika;theophyllin kombinationen mit psycholeptika
Theophyllin und Sympathomimetika;theophyllin sympathomimetika
Thiamazol;thiamazol
Thiamazol, Kombinationen;thiamazol kombinationen
Thiamin, Kombinationen;thiamin kombinationen
Thiamin, Pyridoxin und Nicotinamid;thiamin pyridoxin nicotinamid
Thiamin (Vitamin B1);thiamin vitamin b
Thiamin (Vitamin B1) und Pyridoxin (Vitamin B6);thiamin vitamin b pyridoxin vitamin b
Thiaminpyrophosphat;thiaminpyrophosphat
Thiamphenicol;thiamphenicol
Thiamphenicol, Kombinationen;thiamphenicol kombinationen
Thiazinam;thiazinam
Thiethylperazin;thiethylperazin
Thioacetazon;thioacetazon
Thioacetazon und Isoniazid;thioacetazon isoniazid
Thiocolchicosid;thiocolchicosid
Thiocolchicosid, Kombinationen;thiocolchicosid kombinationen
Thioctsäure (Alpha-Liponsäure);thioctsaeure alpha liponsaeure
Thiomersal;thiomersal
Thiomolybdänsäure;thiomolybdaensaeure
Thiopental;thiopental
Thiopropazat;thiopropazat
Thioproperazin;thioproperazin
Thioridazin;thioridazin
Thiosulfat;thiosulfat
Thiotepa;thiotepa
Thiram;thiram
Thonzylamin;thonzylamin
Thrombin;thrombin
Thromboplastin;thromboplastin
Thrombozyten;thrombozyten
Thrombozyten ohne Pharmazentralnummer;thrombozyten ohne pharmazentralnummer
Thuja, Kombinationen;thuja kombinationen
Thymiankraut;thymiankraut
Thymiankraut, Kombinationen;thymiankraut kombinationen
Thymianöl;thymianoel
Thymol;thymol
Thymopentin;thymopentin
Thymus;thymus
Thymuspeptide;thymuspeptide
Thyrotropin;thyrotropin
Thyrotropin alfa;thyrotropin alfa
Tiabendazol;tiabendazol
Tiadenol;tiadenol
Tiagabin;tiagabin
Tiamenidin;tiamenidin
Tianeptin;tianeptin
Tiaprid;tiaprid
Tiaprofensäure;tiaprofensaeure
Tiazofurin;tiazofurin
Tiazotsäure;tiazotsaeure
Tibezoniumiodid;tibezoniumiodid
Tibolon;tibolon
Ticagrelor;ticagrelor
Ticarcillin;ticarcillin
Ticarcillin und Beta-Lactamase-Inhibitoren;ticarcillin beta lactamase inhibitoren
Ticlaton;ticlaton
Ticlopidin;ticlopidin
Tidiacicarginin;tidiacicarginin
Tiemoniumiodid;tiemoniumiodid
Tiemoniumiodid und Analgetika;tiemoniumiodid analgetika
Tienilinsäure;tienilinsaeure
Tiere;tiere
Tigecyclin;tigecyclin
Tilactase;tilactase
Tilbroquinol;tilbroquinol
Tilbroquinol und Tiliquinol;tilbroquinol tiliquinol
Tildrakizumab;tildrakizumab
Tilidin;tilidin
Tilidin und Naloxon;tilidin naloxon
Tiloron;tiloron
Tiludronsäure;tiludronsaeure
Timepidiumbromid;timepidiumbromid
Timolol;timolol
Timolol, Hydrochlorothiazid und Amilorid;timolol hydrochlorothiazid amilorid
Timolol, Kombinationen;timolol kombinationen
Timolol, Thiazide und andere Diuretika;timolol thiazide andere diuretika
Timolol und Bimatoprost;timolol bimatoprost
Timolol und Brimonidin;timolol brimonidin
Timolol und Brinzolamid;timolol brinzolamid
Timolol und Dorzolamid;timolol dorzolamid
Timolol und Latanoprost;timolol latanoprost
Timolol und Pilocarpin;timolol pilocarpin
Timolol und Tafluprost;timolol tafluprost
Timolol und Thiazide;timolol thiazide
Timolol und Travoprost;timolol travoprost
Tinidazol;tinidazol
Tinidazol und Diloxanid;tinidazol diloxanid
Tinzaparin;tinzaparin
Tiocarlid;tiocarlid
Tioclomarol;tioclomarol
Tioconazol;tioconazol
Tioguanin;tioguanin
Tiopronin;tiopronin
Tiotixen;tiotixen
Tiotropiumbromid;tiotropiumbromid
Tiotropiumbromid, Kombinationen;tiotropiumbromid kombinationen
Tioxolon;tioxolon
Tipepidin;tipepidin
Tipranavir;tipranavir
Tirabrutinib;tirabrutinib
Tiracizin;tiracizin
Tiratricol;tiratricol
Tirbanibulin;tirbanibulin
Tirilazad;tirilazad
Tirofiban;tirofiban
Tiropramid;tiropramid
Tirzepatid;tirzepatid
Tisagenlecleucel;tisagenlecleucel
Tislelizumab;tislelizumab
Tisopurin;tisopurin
Tisotumab vedotin;tisotumab vedotin
Titandioxid, Kombinationen;titandioxid kombinationen
Tivozanib;tivozanib
Tixagevimab und Cilgavimab;tixagevimab cilgavimab
Tixocortol;tixocortol
Tixocortol, Kombinationen;tixocortol kombinationen
Tizanidin;tizanidin
Tobramycin;tobramycin
Tocainid;tocainid
Tocilizumab;tocilizumab
Tocofersolan;tocofersolan
Tocopherol (Vitamin E);tocopherol vitamin e
Tocopherol (Vitamin E), Kombinationen;tocopherol vitamin e kombinationen
Tofacitinib;tofacitinib
Tofersen;tofersen
Tofisopam;tofisopam
Tolazamid;tolazamid
Tolazolin;tolazolin
Tolbutamid;tolbutamid
Tolcapon;tolcapon
Tolciclat;tolciclat
Tolfenaminsäure;tolfenaminsaeure
Tollkirsche, Kombinationen;tollkirsche kombinationen
Tollwut, inaktiviert, ganzes Virus;tollwut inaktiviert ganzes virus
Tollwut-Immunglobulin;tollwut immunglobulin
Tollwut-Serum;tollwut serum
Tolmetin;tolmetin
Tolnaftat;tolnaftat
Tolnaftat, Kombinationen;tolnaftat kombinationen
Tolonidin;tolonidin
Toloniumchlorid;toloniumchlorid
Toloxaton;toloxaton
Tolperison;tolperison
Tolperison, Kombinationen;tolperison kombinationen
Tolpropamin;tolpropamin
Tolrestat;tolrestat
Tolterodin;tolterodin
Tolvaptan;tolvaptan
Tonika, Kombinationen;tonika kombinationen
Tonika, verschiedene;tonika verschiedene
Topiramat;topiramat
Topotecan;topotecan
Torasemid;torasemid
Toremifen;toremifen
Torf;torf
Toripalimab;toripalimab
Tormentillwurzelstock;tormentillwurzelstock
Tositumomab/(131I)Iodtositumomab;tositumomab i iodtositumomab
Tosufloxacin;tosufloxacin
Tosylchloramid-Natrium;tosylchloramid natrium
Trabectedin;trabectedin
Trafermin;trafermin
Tralokinumab;tralokinumab
Tramadol;tramadol
Tramadol und andere nichtopioide Analgetika;tramadol andere nichtopioide analgetika
Tramadol und Celecoxib;tramadol celecoxib
Tramadol und Dexketoprofen;tramadol dexketoprofen
Tramadol und Paracetamol;tramadol paracetamol
Tramazolin;tramazolin
Trametinib;trametinib
Trandolapril;trandolapril
Trandolapril und Verapamil;trandolapril verapamil
Tranexamsäure;tranexamsaeure
Trans-Calcifediol;trans calcifediol
Tranylcypromin;tranylcypromin
Tranylcypromin und Psycholeptika;tranylcypromin psycholeptika
Trapidil;trapidil
Trastuzumab;trastuzumab
Trastuzumab deruxtecan;trastuzumab deruxtecan
Trastuzumab duocarmazin;trastuzumab duocarmazin
Trastuzumab emtansin;trastuzumab emtansin
Travoprost;travoprost
Trazodon;trazodon
Tremelimumab;tremelimumab
Trenonacog alfa;trenonacog alfa
Treosulfan;treosulfan
Trepibuton;trepibuton
Treponema pallidum-Testzone;treponema pallidum testzone
Treprostinil;treprostinil
Tretinoin;tretinoin
Tretinoin, Kombinationen;tretinoin kombinationen
Tretoquinol;tretoquinol
Triamcinolon;triamcinolon
Triamcinolon, Kombinationen;triamcinolon kombinationen
Triamcinolon und Antibiotika;triamcinolon antibiotika
Triamcinolon und Antiinfektiva;triamcinolon antiinfektiva
Triamcinolon und Antiseptika;triamcinolon antiseptika
Triamcinolon-Depot;triamcinolon depot
Triamteren;triamteren
Triaziquon;triaziquon
Triazolam;triazolam
Tribenosid;tribenosid
Tribrommetacresol;tribrommetacresol
Trichlorethylen;trichlorethylen
Trichlormethiazid;trichlormethiazid
Trichlormethiazid und Kalium;trichlormethiazid kalium
Trichlormethiazid und Kalium sparende Mittel;trichlormethiazid kalium sparende mittel
Triclabendazol;triclabendazol
Triclofos;triclofos
Triclosan;triclosan
Tricyclische Antidepressiva-Testzone;tricyclische antidepressiva testzone
Tridihexethyl;tridihexethyl
Tridihexethyl und Psycholeptika;tridihexethyl psycholeptika
Trientin;trientin
Trifaroten;trifaroten
Trifluoperazin;trifluoperazin
Trifluperidol;trifluperidol
Triflupromazin;triflupromazin
Trifluridin;trifluridin
Trifluridin, Kombinationen;trifluridin kombinationen
Triflusal;triflusal
Triglycerid-Testzone;triglycerid testzone
Triheptanoin;triheptanoin
Trihexyphenidyl;trihexyphenidyl
Trilaciclib;trilaciclib
Trilostan;trilostan
Trimazosin;trimazosin
Trimebutin;trimebutin
Trimegeston und Estrogen;trimegeston estrogen
Trimetaphan;trimetaphan
Trimetazidin;trimetazidin
Trimethadion;trimethadion
Trimethobenzamid;trimethobenzamid
Trimethoprim;trimethoprim
Trimethyldiphenylpropylamin;trimethyldiphenylpropylamin
Trimethylhesperidin, Kombinationen;trimethylhesperidin kombinationen
Trimetrexat;trimetrexat
Trimipramin;trimipramin
Trioxysalen;trioxysalen
Tripelennamin;tripelennamin
Triperiden;triperiden
Triprolidin;triprolidin
Triptorelin;triptorelin
Triticum (Weizenkleie);triticum weizenkleie
Tritoqualin;tritoqualin
Trofinetid;trofinetid
Trofosfamid;trofosfamid
Troglitazon;troglitazon
Trolamin;trolamin
Troleandomycin;troleandomycin
Trolnitrat;trolnitrat
Trolnitrat, Kombinationen;trolnitrat kombinationen
Tromantadin;tromantadin
Trometamol;trometamol
Trometamol, Kombinationen;trometamol kombinationen
Tropatepin;tropatepin
Tropenzilon und Analgetika;tropenzilon analgetika
Tropicamid;tropicamid
Tropicamid, Kombinationen;tropicamid kombinationen
Tropicamid und Phenylephrin;tropicamid phenylephrin
Tropinbenzilat, Kombinationen;tropinbenzilat kombinationen
Tropinbenzilat und Analgetika;tropinbenzilat analgetika
Tropisetron;tropisetron
Troponin, Kombinationen;troponin kombinationen
Troponin-Testzone;troponin testzone
Troriluzol;troriluzol
Trospium;trospium
Trospium und Analgetika;trospium analgetika
Trospiumchlorid, Kombinationen;trospiumchlorid kombinationen
Trovafloxacin;trovafloxacin
Troxerutin;troxerutin
Troxerutin, Kombinationen;troxerutin kombinationen
Troxipid;troxipid
Trypanblau;trypanblau
Trypsin;trypsin
Trypsin, Kombinationen;trypsin kombinationen
Tryptophan;tryptophan
Tuaminoheptan;tuaminoheptan
Tuberkulin;tuberkulin
Tuberkulose, lebend abgeschwächt;tuberkulose lebend abgeschwaecht
Tubocurarin;tubocurarin
Tucatinib;tucatinib
Tucidinostat;tucidinostat
Tulobuterol;tulobuterol
Tumor-Antigen-Testzone;tumor antigen testzone
Turoctocog alfa;turoctocog alfa
Turoctocog alfa pegol;turoctocog alfa pegol
Tyloxapol;tyloxapol
Tyloxapol, Kombinationen;tyloxapol kombinationen
Tymazolin;tymazolin
Typhus exanthematicus, inaktiviert, ganze Zelle;typhus exanthematicus inaktiviert ganze zelle
Typhus, gereinigtes Polysaccharid-Antigen;typhus gereinigtes polysaccharid antigen
Typhus, inaktiviert, ganze Zelle;typhus inaktiviert ganze zelle
Typhus, Kombinationen mit Paratyphustypen;typhus kombinationen mit paratyphustypen
Typhus, oral, lebend abgeschwächt;typhus oral lebend abgeschwaecht
Typhus-Hepatitis A;typhus hepatitis a
Tyramin;tyramin
Tyropansäure;tyropansaeure
Tyrothricin;tyrothricin
Tyrothricin, Kombinationen;tyrothricin kombinationen
Ubidecarenon;ubidecarenon
Ublituximab;ublituximab
Ubrogepant;ubrogepant
Udenafil;udenafil
Ulinastatin;ulinastatin
Ulipristal;ulipristal
Ulobetasol;ulobetasol
Umbralisib;umbralisib
Umeclidiniumbromid;umeclidiniumbromid
Umifenovir;umifenovir
Undecylensäure;undecylensaeure
Undecylensäure, Kombinationen;undecylensaeure kombinationen
Unoproston;unoproston
Upadacitinib;upadacitinib
Uramustin;uramustin
Urapidil;urapidil
Uratoxidase;uratoxidase
Uridinphosphat, Kombinationen;uridinphosphat kombinationen
Uridintriacetat;uridintriacetat
Uridin-5-monophosphat;uridin monophosphat
Uridin-5-monophosphat, Kombinationen;uridin monophosphat kombinationen
Urobilinogen-Testzone;urobilinogen testzone
Urofollitropin;urofollitropin
Urokinase;urokinase
Ursodeoxycholsäure;ursodeoxycholsaeure
Ursodoxicoltaurin;ursodoxicoltaurin
Ustekinumab;ustekinumab
Utidelon;utidelon
Uzarawurzel;uzarawurzel
Vadadustat;vadadustat
Vaginalring mit Gestagenen;vaginalring mit gestagenen
Vaginalring mit Gestagenen und Estrogenen;vaginalring mit gestagenen estrogenen
Valaciclovir;valaciclovir
Valbenazin;valbenazin
Valdecoxib;valdecoxib
Valethamat;valethamat
Valganciclovir;valganciclovir
Valnoctamid;valnoctamid
Valoctocogen roxaparvovec;valoctocogen roxaparvovec
Valproinsäure;valproinsaeure
Valpromid;valpromid
Valrubicin;valrubicin
Valsartan;valsartan
Valsartan, Amlodipin und Hydrochlorothiazid;valsartan amlodipin hydrochlorothiazid
Valsartan und Aliskiren;valsartan aliskiren
Valsartan und Amlodipin;valsartan amlodipin
Valsartan und Diuretika;valsartan diuretika
Valsartan und Hydrochlorothiazid;valsartan hydrochlorothiazid
Valsartan und Lercanidipin;valsartan lercanidipin
Valsartan und Nebivolol;valsartan nebivolol
Valsartan und Sacubitril;valsartan sacubitril
Vamorolon;vamorolon
Vancomycin;vancomycin
Vandetanib;vandetanib
Vapreotid;vapreotid
Vardenafil;vardenafil
Vareniclin;vareniclin
Varicella, lebend abgeschwächt;varicella lebend abgeschwaecht
Varicella/Zoster-Immunglobulin;varicella zoster immunglobulin
Vasopressin (Argipressin);vasopressin argipressin
Vaterschaftstest mit DNA-Testzone;vaterschaftstest mit dna testzone
Vecuronium;vecuronium
Vedolizumab;vedolizumab
Velaglucerase alfa;velaglucerase alfa
Veliparib;veliparib
Velmanase alfa;velmanase alfa
Vemurafenib;vemurafenib
Venetoclax;venetoclax
Venlafaxin;venlafaxin
Venusfliegenfalle;venusfliegenfalle
Veraliprid;veraliprid
Verapamil;verapamil
Verapamil, Hydrochlorothiazid und Triamteren;verapamil hydrochlorothiazid triamteren
Verapamil in Kombination mit Chinidin;verapamil kombination mit chinidin
Verapamil, Kombinationen;verapamil kombinationen
Verapamil und Hydrochlorothiazid;verapamil hydrochlorothiazid
Veratrum;veratrum
Veratrum und Diuretika;veratrum diuretika
Verbandmittel mit Aluminiumchloridhydroxid-Komplex;verbandmittel mit aluminiumchloridhydroxid komplex
Verbandmittel mit Ibuprofen;verbandmittel mit ibuprofen
Verbandmittel mit Perubalsam;verbandmittel mit perubalsam
Verbandmittel mit Vaselin;verbandmittel mit vaselin
Vericiguat;vericiguat
Vernakalant;vernakalant
Verschiedene;verschiedene
Verschiedene Hämofiltrate;verschiedene haemofiltrate
Verschiedene homöopathische und anthroposophische Antiemetika;verschiedene homoeopathische anthroposophische antiemetika
"Verschiedene homöopathische und anthroposophische Mittel 
bei erektiler Dysfunktion";verschiedene homoeopathische anthroposophische mittel bei erektiler dysfunktion
"Verschiedene homöopathische und anthroposophische Mittel, 
Urologika";verschiedene homoeopathische anthroposophische mittel urologika
Verschiedene Kombinationen;verschiedene kombinationen
Verschiedene Verdünnungslösungen;verschiedene verduennungsloesungen
Verschiedene Xanthine und Sympathomimetika;verschiedene xanthine sympathomimetika
Verteporfin;verteporfin
Vestronidase alfa;vestronidase alfa
Vibegron;vibegron
Vidarabin;vidarabin
Vidarabin, Kombinationen;vidarabin kombinationen
Vigabatrin;vigabatrin
Vilanterol, Umeclidiniumbromid und Fluticasonfuroat;vilanterol umeclidiniumbromid fluticasonfuroat
Vilanterol und Fluticasonfuroat;vilanterol fluticasonfuroat
Vilanterol und Umeclidiniumbromid;vilanterol umeclidiniumbromid
Vilazodon;vilazodon
Vildagliptin;vildagliptin
Vilobelimab;vilobelimab
Viloxazin;viloxazin
Viltolarsen;viltolarsen
Viminol;viminol
Vinbarbital;vinbarbital
Vinblastin;vinblastin
Vinburnin;vinburnin
Vincamin;vincamin
Vincamin, Kombinationen;vincamin kombinationen
Vincristin;vincristin
Vindesin;vindesin
Vinflunin;vinflunin
Vinorelbin;vinorelbin
Vinpocetin;vinpocetin
Vintafolid;vintafolid
Vinylbital;vinylbital
Vinylether;vinylether
Viquidil;viquidil
Virginiamycin;virginiamycin
Viscum album;viscum album
Vismodegib;vismodegib
Visnadin;visnadin
Visnadin, Kombinationen;visnadin kombinationen
Vitamin B1, Vitamin B6 und Vitamin B12;vitamin b vitamin b vitamin b
Vitamin E, Kombinationen mit Mineralstoffen;vitamin e kombinationen mit mineralstoffen
