icd_title,clean_synonym,only_nouns,non_nouns,adjectives
Drug-induced hypoglycemia without coma,arzneimittelinduzierte hypoglykaemie ohne koma,hypoglykaemie koma,arzneimittelinduzierte ohne,
MASTOIDITIS NOS,mastoiditis,mastoiditis,,
MASTOIDITIS NOS,mastoiditis nnb,mastoiditis,nnb,
MASTOIDITIS NOS,mastoiditis nicht naeher bezeichnet,mastoiditis,nicht naeher bezeichnet,
MASTOIDITIS NOS,nicht spezifizierte mastoiditis,mastoiditis,nicht spezifizierte,
AC MARGINAL ULCER NOS,akutes gastrojejunalulkus ohne erw einer blut oder perf ohne erw einer obstruktion,gastrojejunalulkus erw blut erw obstruktion,akutes ohne einer oder perf ohne einer,
"Other specified rheumatoid arthritis, unspecified site",sonstige naeher bezeichnete chronische polyarthritis,naeher chronische polyarthritis,sonstige bezeichnete,sonstige
LUMB/LUMBOSAC DISC DEGEN,lumbale oder lumbosakrale bandscheibendegeneration,bandscheibendegeneration,lumbale oder lumbosakrale,lumbale lumbosakrale
"Pulmonary hypertension, unspecified",hypertension pulmonale,hypertension,pulmonale,pulmonale
"Pulmonary hypertension, unspecified",hypertonie pulmonal,hypertonie,pulmonal,
"Pulmonary hypertension, unspecified",hypertonie pulmonale,hypertonie,pulmonale,pulmonale
"Pulmonary hypertension, unspecified",pulmonale hypertonie,hypertonie,pulmonale,pulmonale
"Pulmonary hypertension, unspecified",pulmonale hypertonie nnb,hypertonie,pulmonale nnb,pulmonale
"Pulmonary hypertension, unspecified",pulmonale hypertonien,hypertonien,pulmonale,pulmonale
MONOCLON PARAPROTEINEMIA,monoklonale paraproteinaemie,paraproteinaemie,monoklonale,
Epidermal cyst,atherom,atherom,,
Epidermal cyst,epidermalzyste,,epidermalzyste,
Epidermal cyst,epidermiszyste,,epidermiszyste,epidermiszyste
Epidermal cyst,epidermoidzyste,,epidermoidzyste,epidermoidzyste
Epidermal cyst,hautzyste,,hautzyste,hautzyste
Epidermal cyst,talgdruesenzyste,talgdruesenzyste,,
Epidermal cyst,talgdruesenzyste atherom,atherom,talgdruesenzyste,
Epidermal cyst,talgdrüsenzyste,,talgdrüsenzyste,
Epidermal cyst,zyste der haut,haut,zyste der,
Epidermal cyst,zyste der talgdruese,talgdruese,zyste der,
"Biliary cirrhosis, unspecified",biliaere zirrhose,zirrhose,biliaere,biliaere
"Biliary cirrhosis, unspecified",biliaere zirrhose nnb,zirrhose,biliaere nnb,biliaere
"Biliary cirrhosis, unspecified",biliaere zirrhose nicht naeher bezeichnet,zirrhose,biliaere nicht naeher bezeichnet,
"Biliary cirrhosis, unspecified",biliäre zirrhose,,biliäre zirrhose,biliäre zirrhose
"Biliary cirrhosis, unspecified",leberzirrhose biliaere,,leberzirrhose biliaere,leberzirrhose biliaere
"Biliary cirrhosis, unspecified",leberzirrhose biliäre,biliäre,leberzirrhose,leberzirrhose
"Biliary cirrhosis, unspecified",zirrhose biliaer,zirrhose biliaer,,
Dilated cardiomyopathy,cogm kongestive dilatative kardiomyopathie,cogm kardiomyopathie,kongestive dilatative,kongestive
Dilated cardiomyopathy,dilatative kardiomyopathie,dilatative kardiomyopathie,,
Dilated cardiomyopathy,kardiomyopathie dilatative,kardiomyopathie dilatative,,
Dilated cardiomyopathy,kardiomyopathie kongestive,kardiomyopathie,kongestive,kongestive
Dilated cardiomyopathy,kongestive dilatative kardiomyopathie,kardiomyopathie,kongestive dilatative,kongestive
Dilated cardiomyopathy,kongestive kardiomyopathie,kardiomyopathie,kongestive,kongestive
GINGIV/PERIODONT DIS NOS,unspezifische zahnfleischerkrankungen und paradontose,zahnfleischerkrankungen,unspezifische und paradontose,unspezifische paradontose
GINGIV/PERIODONT DIS NOS,zahnfleischerkrankungen und paradontose,,zahnfleischerkrankungen und paradontose,zahnfleischerkrankungen paradontose
"Scoliosis, unspecified",scoliosis,,scoliosis,
"Scoliosis, unspecified",skoliose,skoliose,,
"Scoliosis, unspecified",skoliose nicht naeher bezeichnet,,skoliose nicht naeher bezeichnet,
Myxedema coma,myxoedemkoma,myxoedemkoma,,
"Sacroiliitis, not elsewhere classified",sakroiliitis anderenorts nicht klassifiziert,sakroiliitis,anderenorts nicht klassifiziert,
GANGLION OF JOINT,ganglion des gelenks,ganglion gelenks,des,
Abscess of lung without pneumonia,abszess der lunge,lunge,abszess der,
Abscess of lung without pneumonia,abszess der lunge ohne pneumonie,lunge pneumonie,abszess der ohne,
Abscess of lung without pneumonia,abszeß lungen,abszeß,lungen,
Abscess of lung without pneumonia,abszeß pulmonaler,abszeß pulmonaler,,
Abscess of lung without pneumonia,lungenabszess,,lungenabszess,
Abscess of lung without pneumonia,lungenabszess nnb,lungenabszess,nnb,
Abscess of lung without pneumonia,lungenabszeß,lungenabszeß,,
DRUG DEPEND NOS-CONTIN,nicht spezifizierte arzneimittel drogenabhaengigkeit kontinuierliche verwendung,arzneimittel verwendung,nicht spezifizierte drogenabhaengigkeit kontinuierliche,kontinuierliche
Infective pericarditis,eitrige perikarditis,perikarditis,eitrige,eitrige
Infective pericarditis,infektioese perikarditis,perikarditis,infektioese,
Infective pericarditis,perikardempyem,,perikardempyem,
Infective pericarditis,perikarditis infektioes,perikarditis infektioes,,
Infective pericarditis,perikarditis viral nnb,perikarditis,viral nnb,
Infective pericarditis,virale perikarditis,perikarditis,virale,virale
Enteroviral vesicular pharyngitis,angina herpetica,angina herpetica,,
Enteroviral vesicular pharyngitis,herpangina,herpangina,,
Enteroviral vesicular pharyngitis,vesikulaere pharyngitis,pharyngitis,vesikulaere,
Enteroviral vesicular pharyngitis,vesikulaere pharyngitis durch enteroviren,pharyngitis enteroviren,vesikulaere durch,
Acute gastric ulcer with perforation,akutes magengeschwuer mit perforation,magengeschwuer perforation,akutes mit,
Acute gastric ulcer with perforation,magengeschwuer akut mit perforation,perforation,magengeschwuer akut mit,
Acute gastric ulcer with perforation,ulcus ventriculi akut mit perforation,ventriculi akut perforation,ulcus mit,
CANDIDIASIS SITE NEC,sonstige candidiasis an sonstigen spezifischen stellen,candidiasis stellen,sonstige an sonstigen spezifischen,spezifischen
AC MASTOIDITIS W/O COMPL,akute mastoiditis ohne komplikationen,mastoiditis komplikationen,akute ohne,akute
Sunburn of second degree,dermatitis solaris acuta 2 grades,dermatitis solaris acuta,2 grades,grades
"Neuromuscular dysfunction of bladder, unspecified",neuromuskulaere dysfunktion der harnblase nicht naeher bezeichnet,dysfunktion harnblase,neuromuskulaere der nicht naeher bezeichnet,neuromuskulaere
"DUE TO NERVOUS SYSTEM DEVICE,IMPLANT AND GRAFT",infektion und entzuendliche reaktion aufgrund eines implantats und transplantats des nervensystems,infektion reaktion implantats transplantats nervensystems,und entzuendliche aufgrund eines und des,entzuendliche
"Heart disease, unspecified",card,card,,
"Heart disease, unspecified",erkrankung des herzens nnb,erkrankung herzens,des nnb,
"Heart disease, unspecified",herzbeschwerden,,herzbeschwerden,
"Heart disease, unspecified",herzerkrankung,herzerkrankung,,
"Heart disease, unspecified",herzerkrankung nnb,herzerkrankung,nnb,
"Heart disease, unspecified",herzerkrankungen,,herzerkrankungen,
"Heart disease, unspecified",herzkrankheit nicht naeher bezeichnet,herzkrankheit,nicht naeher bezeichnet,
"Heart disease, unspecified",herzkrankheit nicht spezifiziert,herzkrankheit,nicht spezifiziert,
"Heart disease, unspecified",herzkrankheiten,,herzkrankheiten,
TRANS CEREB ISCHEMIA NEC,sonstige spezifische voruebergehende zerebrale ischaemien,ischaemien,sonstige spezifische voruebergehende zerebrale,sonstige spezifische voruebergehende
Posterior reversible encephalopathy syndrome,posteriores reversibles enzephalopathie syndrom,reversibles enzephalopathie syndrom,posteriores,posteriores
Posterior reversible encephalopathy syndrome,posteriores reversibles enzephalopathiesyndrom,enzephalopathiesyndrom,posteriores reversibles,posteriores
Posterior reversible encephalopathy syndrome,reversibles posteriores leukencephalopathie syndrom,reversibles leukencephalopathie syndrom,posteriores,posteriores
Posterior reversible encephalopathy syndrome,reversibles posteriores leukenzephalopathie syndrom,reversibles leukenzephalopathie syndrom,posteriores,posteriores
Follicular cyst of ovary,follikelzyste des eierstocks,follikelzyste eierstocks,des,
Follicular cyst of ovary,follikelzyste des ovars,follikelzyste ovars,des,
WRIST DROP,fallhand,,fallhand,
WRIST DROP,fallhand erworben,fallhand,erworben,
ABRASION FINGER-INFECTED,abrasion oder reibungsverbrennung an den fingern infiziert,abrasion reibungsverbrennung fingern,oder an den infiziert,
Adjustment disorder w mixed disturb of emotions and conduct,anpassungsreaktion mit gemischter emotionaler und verhaltensbezogener stoerung,anpassungsreaktion stoerung,mit gemischter emotionaler und verhaltensbezogener,gemischter emotionaler
Adjustment disorder w mixed disturb of emotions and conduct,anpassungsstoerung mit gemischter emotionaler und verhaltensbezogener stoerung,anpassungsstoerung stoerung,mit gemischter emotionaler und verhaltensbezogener,gemischter emotionaler
Other obsessive-compulsive disorder,ocd,ocd,,
Other obsessive-compulsive disorder,reaktion zwanghaft,reaktion,zwanghaft,
Other obsessive-compulsive disorder,sonstige zwangsstoerungen,,sonstige zwangsstoerungen,sonstige
Other obsessive-compulsive disorder,zwangsneurose,zwangsneurose,,
Other obsessive-compulsive disorder,zwangsreaktionen,,zwangsreaktionen,
Other obsessive-compulsive disorder,zwangsstoerung,zwangsstoerung,,
Other obsessive-compulsive disorder,zwangsstoerung nicht naeher bezeichnet,zwangsstoerung,nicht naeher bezeichnet,
Other obsessive-compulsive disorder,zwangsstoerungen,,zwangsstoerungen,
Other obsessive-compulsive disorder,zwangsstörung,zwangsstörung,,
DETACHMNT W DEFECT NOS,neue netzhautabloesung mit netzhautdefekt,netzhautabloesung,neue mit netzhautdefekt,neue
DETACHMNT W DEFECT NOS,neue netzhautabloesung mit netzhautdefekt unspezifisch,netzhautabloesung,neue mit netzhautdefekt unspezifisch,neue
ACUTE PERICARDITIS NEC,sonstige akute perikarditis,perikarditis,sonstige akute,sonstige akute
ACUTE PERICARDITIS NEC,sonstige formen der akuten perikarditis,formen perikarditis,sonstige der akuten,akuten
ENDOMETRIOSIS NEC,endometriose sonstiger spezifischer lokalisationen,sonstiger lokalisationen,endometriose spezifischer,endometriose
OPEN WOUND FOOT W TENDON,offene wunde des fusses ausgenommen zehen allein mit sehnenbeteiligung,wunde fusses sehnenbeteiligung,offene des ausgenommen zehen allein mit,
LOWN-GANONG-LEVINE SYND,lgl syndrom,lgl syndrom,,
LOWN-GANONG-LEVINE SYND,lown ganong levine syndrom,lown ganong levine syndrom,,
ARTHROPATHY NOS-PELVIS,arthropathie unspezifisch mit beteiligung von beckengegend und oberschenkel,arthropathie beteiligung beckengegend oberschenkel,unspezifisch mit von und,
LONG QT SYNDROME,long qt syndrom,,long qt syndrom,
LONG QT SYNDROME,syndrom der langen qt zeit,syndrom zeit,der langen qt,langen qt
Benign neoplasm of other specified female genital organs,gutartige neubildung sonstiger spezifischer stellen der weiblichen geschlechtsorgane,neubildung stellen geschlechtsorgane,gutartige sonstiger spezifischer der weiblichen,gutartige weiblichen
Benign neoplasm of other specified female genital organs,gutartige neubildung sonstige naeher bezeichnete weibliche genitalorgane,neubildung genitalorgane,gutartige sonstige naeher bezeichnete weibliche,gutartige sonstige naeher bezeichnete
FX FOOT BONE NOS-CLOSED,fraktur unspezifischer knochen des fusses ausserzehen geschlossen,fraktur knochen fusses,unspezifischer des ausserzehen geschlossen,ausserzehen
2ND DEG BURN KNEE,blasen mit hautverlust durch verbrennung zweiten grades des knies,blasen hautverlust verbrennung grades knies,mit durch zweiten des,
RECUR DISLOCAT-PELVIS,rezidive luxation eines gelenks der beckengegend und des oberschenkels,luxation gelenks beckengegend oberschenkels,rezidive eines der und des,
"Activity, rugby",fuenfzehnerrugby,,fuenfzehnerrugby,
"Activity, rugby",fünfzehnerrugby,fünfzehnerrugby,,
"Activity, rugby",rugby,rugby,,
"Activity, rugby",rugby union,rugby union,,
"Activity, rugby",rugby league spiel,spiel,rugby league,
"Activity, rugby",rugby unionspiel,rugby unionspiel,,
SUPERVIS NORMAL 1ST PREG,ueberwachung einer normalen erstschwangerschaft,ueberwachung erstschwangerschaft,einer normalen,normalen
ADRENAL DISORDER N0S,erkrankung der nebenniere,erkrankung nebenniere,der,
ADRENAL DISORDER N0S,erkrankung der nebenniere nnb,erkrankung nebenniere nnb,der,
ADRENAL DISORDER N0S,erkrankung der nebenniere nnb,erkrankung nebenniere nnb,der,
ADRENAL DISORDER N0S,erkrankungen der nebenniere,nebenniere,erkrankungen der,
ADRENAL DISORDER N0S,erkrankungen der nebennieren,erkrankungen nebennieren,der,
ADRENAL DISORDER N0S,krankheit der nebenniere nicht naeher bezeichnet,krankheit nebenniere,der nicht naeher bezeichnet,
ADRENAL DISORDER N0S,krankheiten nebennieren,nebennieren,krankheiten,
ADRENAL DISORDER N0S,nebennierenkrankheiten,,nebennierenkrankheiten,
ADRENAL DISORDER N0S,nicht spezifizierte erkrankung der nebennieren,erkrankung nebennieren,nicht spezifizierte der,
ADRENAL DISORDER N0S,unspezifische erkrankungen der nebennieren,erkrankungen nebennieren,unspezifische der,
LATE EFF OPEN WND EXTREM,folgeschaden einer offenen wunde der extremitaeten ohne erwaehnung einer sehnenverletzung,folgeschaden wunde extremitaeten erwaehnung sehnenverletzung,einer offenen der ohne einer,offenen
"Pain in arm, unspecified",schmerz im arm,schmerz arm,im,
"Pain in arm, unspecified",schmerz in den oberen extremitaeten,schmerz oberen,in den extremitaeten,extremitaeten
"Pain in arm, unspecified",schmerzhafter arm,schmerzhafter,arm,
Benign neoplasm of pituitary gland,gutartige neubildung hypophyse,neubildung hypophyse,gutartige,gutartige
Benign neoplasm of pituitary gland,gutartiger hypophysentumor,hypophysentumor,gutartiger,
Benign neoplasm of pituitary gland,gutartiger hypophysentumor nnb,hypophysentumor,gutartiger nnb,
Benign neoplasm of pituitary gland,hypophysenadenom,hypophysenadenom,,
Benign neoplasm of pituitary gland,hypophysenneubildung gutartig,hypophysenneubildung,gutartig,
Benign neoplasm of pituitary gland,hypophysentumor gutartig,hypophysentumor,gutartig,
OPEN WOUND ARM NOS-COMPL,multiple und unspezifische offene wunde einer oberen gliedmasse mit komplikation,wunde gliedmasse komplikation,multiple und unspezifische offene einer oberen mit,unspezifische
CL SKL FX NEC/MENING HEM,sonst geschl schfrak mit subarac sub extradural blut mit bsz unspez,geschl schfrak subarac blut bsz unspez,sonst mit sub extradural mit,
JT CONTRACTURE-L/LEG,kontraktur eines unterschenkelgelenks,kontraktur unterschenkelgelenks,eines,
Unspecified systolic (congestive) heart failure,herzinsuffizienz systolische,herzinsuffizienz,systolische,
Unspecified systolic (congestive) heart failure,systolische herzinsuffizienz,herzinsuffizienz,systolische,
Unspecified systolic (congestive) heart failure,systolisches herzversagen,herzversagen,systolisches,systolisches
DIS COPPER METABOLISM,kupferstoffwechselstoerung,kupferstoffwechselstoerung,,
DIS COPPER METABOLISM,kupferstoffwechselstoerung nnb,kupferstoffwechselstoerung,nnb,
DIS COPPER METABOLISM,kupferstoffwechselstoerungen,,kupferstoffwechselstoerungen,
DIS COPPER METABOLISM,stoerungen des kupferstoffwechsels,stoerungen kupferstoffwechsels,des,
OTHER NONSPEC IMMUNOLOGICAL FX,sonstige nichtspezifische immunologische befunde,befunde,sonstige nichtspezifische immunologische,sonstige nichtspezifische immunologische
OTHER NONSPEC IMMUNOLOGICAL FX,sonstige und unspezifizierte nichtspezifische immunologische befunde,befunde,sonstige und unspezifizierte nichtspezifische immunologische,sonstige unspezifizierte nichtspezifische immunologische
"Disorder of bilirubin metabolism, unspecified",stoerung des bilirubinstoffwechsels nicht naeher bezeichnet,stoerung bilirubinstoffwechsels,des nicht naeher bezeichnet,
Other specified coagulation defects,sonstige naeher bezeichnete koagulopathien,koagulopathien,sonstige naeher bezeichnete,sonstige
BURKITT'S TUMOR UNSPEC,burkitt tumor oder lymphom unspezif stelle extranodale stellen u stellen an soliden organen,burkitt tumor lymphom unspezif stellen stellen organen,oder stelle extranodale u an soliden,
INCISIONAL HERNIA,narbenbruch ohne erwaehnung einer obstruktion oder gangraen,narbenbruch erwaehnung obstruktion gangraen,ohne einer oder,
"Coagulation defect, unspecified",blutgerinnung anomal,blutgerinnung,anomal,
"Coagulation defect, unspecified",blutgerinnungsdefekte,,blutgerinnungsdefekte,
"Coagulation defect, unspecified",blutgerinnungsstoerung,blutgerinnungsstoerung,,
"Coagulation defect, unspecified",blutgerinnungsstoerung nnb,blutgerinnungsstoerung,nnb,
"Coagulation defect, unspecified",blutgerinnungsstoerung nnb,blutgerinnungsstoerung,nnb,
"Coagulation defect, unspecified",blutgerinnungsstörungen,,blutgerinnungsstörungen,
"Coagulation defect, unspecified",defekt blutgerinnung nnb,blutgerinnung,defekt nnb,
"Coagulation defect, unspecified",gerinnungsstoerung,gerinnungsstoerung,,
"Coagulation defect, unspecified",gerinnungsstörungen,gerinnungsstörungen,,
"Coagulation defect, unspecified",koagulationsstoerung,koagulationsstoerung,,
"Coagulation defect, unspecified",koagulopathie,koagulopathie,,
