ATC-Bedeutung,ATC-Bedeutung_cleaned
(99mTc)Technetiumrheniumsulfidkolloid,mtc technetiumrheniumsulfidkolloid
(99mTc)Technetiumschwefelkolloid,mtc technetiumschwefelkolloid
(99mTc)Technetiumsestamibi,mtc technetiumsestamibi
(99mTc)Technetiumsuccimer,mtc technetiumsuccimer
"(99mTc)Technetiumsuccimer, pentavalent",mtc technetiumsuccimer pentavalent
(99mTc)Technetiumsulesomab,mtc technetiumsulesomab
(99mTc)Technetiumteboroxim,mtc technetiumteboroxim
(99mTc)Technetiumtetrofosmin,mtc technetiumtetrofosmin
(99mTc)Technetiumtilmanocept,mtc technetiumtilmanocept
(99mTc)Technetiumtrofolastatchlorid,mtc technetiumtrofolastatchlorid
(99mTc)Technetiumvotumumab,mtc technetiumvotumumab
(99mTc)Technetiumzinnkolloid,mtc technetiumzinnkolloid
Teclistamab,teclistamab
Teclosan,teclosan
Tecovirimat,tecovirimat
Tedisamil,tedisamil
Tedizolid,tedizolid
Teduglutid,teduglutid
Tegafur,tegafur
"Tegafur, Gimeracil und Oteracil",tegafur gimeracil oteracil
Tegafur und Uracil,tegafur uracil
Tegaserod,tegaserod
Tegoprazan,tegoprazan
Teicoplanin,teicoplanin
Teilmengenabgabe im Rahmen der SARS-CoV-2- AMVersVO,teilmengenabgabe rahmen sars cov amversvo
Telaprevir,telaprevir
Telavancin,telavancin
Telbivudin,telbivudin
Telithromycin,telithromycin
Telmisartan,telmisartan
"Telmisartan, Amlodipin und Hydrochlorothiazid",telmisartan amlodipin hydrochlorothiazid
Telmisartan und Amlodipin,telmisartan amlodipin
Telmisartan und Diuretika,telmisartan diuretika
Telmisartan und Hydrochlorothiazid,telmisartan hydrochlorothiazid
Telotristat,telotristat
Temafloxacin,temafloxacin
Temazepam,temazepam
Temgicoluril,temgicoluril
Temocapril,temocapril
Temocillin,temocillin
Temoporfin,temoporfin
Temozolomid,temozolomid
Temsirolimus,temsirolimus
Tenamfetamin-Testzone (MDA),tenamfetamin testzone mda
Tenapanor,tenapanor
Tenecteplase,tenecteplase
Teneligliptin,teneligliptin
Tenidap,tenidap
Teniposid,teniposid
Tenitramin,tenitramin
Tenofoviralafenamid,tenofoviralafenamid
Tenofovirdisoproxil,tenofovirdisoproxil
Tenofovirdisoproxil und Emtricitabin,tenofovirdisoproxil emtricitabin
Tenonitrozol,tenonitrozol
Tenoxicam,tenoxicam
Teplizumab,teplizumab
Tepotinib,tepotinib
Teprenon,teprenon
Teprotumumab,teprotumumab
Terazosin,terazosin
Terbinafin,terbinafin
Terbutalin,terbutalin
Terconazol,terconazol
Terfenadin,terfenadin
Tergurid,tergurid
Teriflunomid,teriflunomid
Teriparatid,teriparatid
Terizidon,terizidon
Terlipressin,terlipressin
Terodilin,terodilin
Terpentin-Derivate,terpentin derivate
Tertatolol,tertatolol
Tesamorelin,tesamorelin
Testolacton,testolacton
Testosteron,testosteron
Testosteron und Estrogen,testosteron estrogen
Tetanus-Antitoxin,tetanus antitoxin
Tetanus-Immunglobulin,tetanus immunglobulin
Tetanus-Toxoid,tetanus toxoid
"Tetanus-Toxoid, Kombinationen mit Diphtherie-Toxoid",tetanus toxoid diphtherie toxoid
"Tetanus-Toxoid, Kombinationen mit Tetanus-Immunglobulin",tetanus toxoid tetanus immunglobulin
Tetrabenazin,tetrabenazin
Tetracain,tetracain
Tetracosactid,tetracosactid
Tetracyclin,tetracyclin
Tetracyclin und Nystatin,tetracyclin nystatin
Tetracyclin und Oleandomycin,tetracyclin oleandomycin
Tetragalacturonsäurehydroxymethylester,tetragalacturonsaeurehydroxymethylester
Tetrahydrocannabinol-Testzone,tetrahydrocannabinol testzone
Tetramethrin,tetramethrin
Tetrazepam,tetrazepam
Tetryzolin,tetryzolin
Tetryzolin und Antazolin,tetryzolin antazolin
Teufelskrallenwurzel,teufelskrallenwurzel
Textilien,textilien
Tezepelumab,tezepelumab
Thalidomid,thalidomid
(201Tl)Thallium(I)chlorid,tl thallium chlorid
Thebacon,thebacon
Thenalidin,thenalidin
Theobromin,theobromin
Theodrenalin,theodrenalin
Theophyllin,theophyllin
"Theophyllin, Kombinationen exkl. Psycholeptika",theophyllin psycholeptika
Theophyllin und Sympathomimetika,theophyllin sympathomimetika
Thiamazol,thiamazol
"Thiamin, Kombinationen",thiamin
"Thiamin, Pyridoxin und Nicotinamid",thiamin pyridoxin nicotinamid
Thiamin (Vitamin B1),thiamin vitamin
Thiamin (Vitamin B1) und Pyridoxin (Vitamin B6),thiamin vitamin pyridoxin vitamin
Thiaminpyrophosphat,thiaminpyrophosphat
Thiamphenicol,thiamphenicol
Thiazinam,thiazinam
Thiethylperazin,thiethylperazin
Thioacetazon,thioacetazon
Thioacetazon und Isoniazid,thioacetazon isoniazid
Thiocolchicosid,thiocolchicosid
Thioctsäure (Alpha-Liponsäure),thioctsaeure alpha liponsaeure
Thiomersal,thiomersal
Thiomolybdänsäure,thiomolybdaensaeure
Thiopental,thiopental
Thiopropazat,thiopropazat
Thioproperazin,thioproperazin
Thioridazin,thioridazin
Thiosulfat,thiosulfat
Thiotepa,thiotepa
Thiram,thiram
Thonzylamin,thonzylamin
Thrombin,thrombin
Thromboplastin,thromboplastin
Thrombozyten,thrombozyten
Thrombozyten ohne Pharmazentralnummer,thrombozyten pharmazentralnummer
"Thuja, Kombinationen",thuja
Thymiankraut,thymiankraut
Thymianöl,thymianoel
Thymol,thymol
Thymopentin,thymopentin
Thymus,thymus
Thymuspeptide,thymuspeptide
Thyrotropin,thyrotropin
Thyrotropin alfa,thyrotropin alfa
Tiabendazol,tiabendazol
Tiadenol,tiadenol
Tiagabin,tiagabin
Tiamenidin,tiamenidin
Tianeptin,tianeptin
Tiaprid,tiaprid
Tiaprofensäure,tiaprofensaeure
Tiazofurin,tiazofurin
Tiazotsäure,tiazotsaeure
Tibezoniumiodid,tibezoniumiodid
Tibolon,tibolon
Ticagrelor,ticagrelor
Ticarcillin,ticarcillin
Ticarcillin und Beta-Lactamase-Inhibitoren,ticarcillin beta lactamase inhibitoren
Ticlaton,ticlaton
Ticlopidin,ticlopidin
Tidiacicarginin,tidiacicarginin
Tiemoniumiodid,tiemoniumiodid
Tiemoniumiodid und Analgetika,tiemoniumiodid analgetika
Tienilinsäure,tienilinsaeure
Tiere,tiere
Tigecyclin,tigecyclin
Tilactase,tilactase
Tilbroquinol,tilbroquinol
Tilbroquinol und Tiliquinol,tilbroquinol tiliquinol
Tildrakizumab,tildrakizumab
Tilidin,tilidin
Tilidin und Naloxon,tilidin naloxon
Tiloron,tiloron
Tiludronsäure,tiludronsaeure
Timepidiumbromid,timepidiumbromid
Timolol,timolol
"Timolol, Hydrochlorothiazid und Amilorid",timolol hydrochlorothiazid amilorid
"Timolol, Thiazide und andere Diuretika",timolol thiazide diuretika
Timolol und Bimatoprost,timolol bimatoprost
Timolol und Brimonidin,timolol brimonidin
Timolol und Brinzolamid,timolol brinzolamid
Timolol und Dorzolamid,timolol dorzolamid
Timolol und Latanoprost,timolol latanoprost
Timolol und Pilocarpin,timolol pilocarpin
Timolol und Tafluprost,timolol tafluprost
Timolol und Thiazide,timolol thiazide
Timolol und Travoprost,timolol travoprost
Tinidazol,tinidazol
Tinidazol und Diloxanid,tinidazol diloxanid
Tinzaparin,tinzaparin
Tiocarlid,tiocarlid
Tioclomarol,tioclomarol
Tioconazol,tioconazol
Tioguanin,tioguanin
Tiopronin,tiopronin
Tiotixen,tiotixen
Tiotropiumbromid,tiotropiumbromid
Tioxolon,tioxolon
Tipepidin,tipepidin
Tipranavir,tipranavir
Tirabrutinib,tirabrutinib
Tiracizin,tiracizin
Tiratricol,tiratricol
Tirbanibulin,tirbanibulin
Tirilazad,tirilazad
Tirofiban,tirofiban
Tiropramid,tiropramid
Tirzepatid,tirzepatid
Tisagenlecleucel,tisagenlecleucel
Tislelizumab,tislelizumab
Tisopurin,tisopurin
Tisotumab vedotin,tisotumab vedotin
"Titandioxid, Kombinationen",titandioxid
Tivozanib,tivozanib
Tixagevimab und Cilgavimab,tixagevimab cilgavimab
Tixocortol,tixocortol
Tizanidin,tizanidin
Tobramycin,tobramycin
Tocainid,tocainid
Tocilizumab,tocilizumab
Tocofersolan,tocofersolan
Tocopherol (Vitamin E),tocopherol vitamin
Tofacitinib,tofacitinib
Tofersen,tofersen
Tofisopam,tofisopam
Tolazamid,tolazamid
Tolazolin,tolazolin
Tolbutamid,tolbutamid
Tolcapon,tolcapon
Tolciclat,tolciclat
Tolfenaminsäure,tolfenaminsaeure
"Tollkirsche, Kombinationen",tollkirsche
"Tollwut, inaktiviert, ganzes Virus",tollwut inaktiviert ganzes virus
Tollwut-Immunglobulin,tollwut immunglobulin
Tollwut-Serum,tollwut serum
Tolmetin,tolmetin
Tolnaftat,tolnaftat
Tolonidin,tolonidin
Toloniumchlorid,toloniumchlorid
Toloxaton,toloxaton
Tolperison,tolperison
Tolpropamin,tolpropamin
Tolrestat,tolrestat
Tolterodin,tolterodin
Tolvaptan,tolvaptan
"Tonika, Kombinationen",tonika
"Tonika, verschiedene",tonika verschiedene
Topiramat,topiramat
Topotecan,topotecan
Torasemid,torasemid
Toremifen,toremifen
Torf,torf
Toripalimab,toripalimab
Tormentillwurzelstock,tormentillwurzelstock
Tositumomab/(131I)Iodtositumomab,tositumomab iodtositumomab
Tosufloxacin,tosufloxacin
Tosylchloramid-Natrium,tosylchloramid natrium
Trabectedin,trabectedin
Trafermin,trafermin
Tralokinumab,tralokinumab
Tramadol,tramadol
Tramadol und andere nichtopioide Analgetika,tramadol nichtopioide analgetika
Tramadol und Celecoxib,tramadol celecoxib
Tramadol und Dexketoprofen,tramadol dexketoprofen
Tramadol und Paracetamol,tramadol paracetamol
Tramazolin,tramazolin
Trametinib,trametinib
Trandolapril,trandolapril
Trandolapril und Verapamil,trandolapril verapamil
Tranexamsäure,tranexamsaeure
Trans-Calcifediol,trans calcifediol
Tranylcypromin,tranylcypromin
Tranylcypromin und Psycholeptika,tranylcypromin psycholeptika
Trapidil,trapidil
Trastuzumab,trastuzumab
Trastuzumab deruxtecan,trastuzumab deruxtecan
Trastuzumab duocarmazin,trastuzumab duocarmazin
Trastuzumab emtansin,trastuzumab emtansin
Travoprost,travoprost
Trazodon,trazodon
Tremelimumab,tremelimumab
Trenonacog alfa,trenonacog alfa
Treosulfan,treosulfan
Trepibuton,trepibuton
Treponema pallidum-Testzone,treponema pallidum testzone
Treprostinil,treprostinil
Tretinoin,tretinoin
Tretoquinol,tretoquinol
Triamcinolon,triamcinolon
Triamcinolon und Antibiotika,triamcinolon antibiotika
Triamcinolon und Antiinfektiva,triamcinolon antiinfektiva
Triamcinolon und Antiseptika,triamcinolon antiseptika
Triamcinolon-Depot,triamcinolon depot
Triamteren,triamteren
Triaziquon,triaziquon
Triazolam,triazolam
Tribenosid,tribenosid
Tribrommetacresol,tribrommetacresol
Trichlorethylen,trichlorethylen
Trichlormethiazid,trichlormethiazid
Trichlormethiazid und Kalium,trichlormethiazid kalium
Trichlormethiazid und Kalium sparende Mittel,trichlormethiazid kalium sparende mittel
Triclabendazol,triclabendazol
Triclofos,triclofos
Triclosan,triclosan
Tricyclische Antidepressiva-Testzone,tricyclische antidepressiva testzone
Tridihexethyl,tridihexethyl
Tridihexethyl und Psycholeptika,tridihexethyl psycholeptika
Trientin,trientin
Trifaroten,trifaroten
Trifluoperazin,trifluoperazin
Trifluperidol,trifluperidol
Triflupromazin,triflupromazin
Trifluridin,trifluridin
Triflusal,triflusal
Triglycerid-Testzone,triglycerid testzone
Triheptanoin,triheptanoin
Trihexyphenidyl,trihexyphenidyl
Trilaciclib,trilaciclib
Trilostan,trilostan
Trimazosin,trimazosin
Trimebutin,trimebutin
Trimegeston und Estrogen,trimegeston estrogen
Trimetaphan,trimetaphan
Trimetazidin,trimetazidin
Trimethadion,trimethadion
Trimethobenzamid,trimethobenzamid
Trimethoprim,trimethoprim
Trimethyldiphenylpropylamin,trimethyldiphenylpropylamin
"Trimethylhesperidin, Kombinationen",trimethylhesperidin
Trimetrexat,trimetrexat
Trimipramin,trimipramin
Trioxysalen,trioxysalen
Tripelennamin,tripelennamin
Triperiden,triperiden
Triprolidin,triprolidin
Triptorelin,triptorelin
Triticum (Weizenkleie),triticum weizenkleie
Tritoqualin,tritoqualin
Trofinetid,trofinetid
Trofosfamid,trofosfamid
Troglitazon,troglitazon
Trolamin,trolamin
Troleandomycin,troleandomycin
Trolnitrat,trolnitrat
Tromantadin,tromantadin
Trometamol,trometamol
Tropatepin,tropatepin
Tropenzilon und Analgetika,tropenzilon analgetika
Tropicamid,tropicamid
Tropicamid und Phenylephrin,tropicamid phenylephrin
"Tropinbenzilat, Kombinationen",tropinbenzilat
Tropinbenzilat und Analgetika,tropinbenzilat analgetika
Tropisetron,tropisetron
"Troponin, Kombinationen",troponin
Troponin-Testzone,troponin testzone
Troriluzol,troriluzol
Trospium,trospium
Trospium und Analgetika,trospium analgetika
"Trospiumchlorid, Kombinationen",trospiumchlorid
Trovafloxacin,trovafloxacin
Troxerutin,troxerutin
Troxipid,troxipid
Trypanblau,trypanblau
Trypsin,trypsin
Tryptophan,tryptophan
Tuaminoheptan,tuaminoheptan
Tuberkulin,tuberkulin
"Tuberkulose, lebend abgeschwächt",tuberkulose lebend abgeschwaecht
Tubocurarin,tubocurarin
Tucatinib,tucatinib
Tucidinostat,tucidinostat
Tulobuterol,tulobuterol
Tumor-Antigen-Testzone,tumor antigen testzone
Turoctocog alfa,turoctocog alfa
Turoctocog alfa pegol,turoctocog alfa pegol
Tyloxapol,tyloxapol
Tymazolin,tymazolin
"Typhus exanthematicus, inaktiviert, ganze Zelle",typhus exanthematicus inaktiviert ganze zelle
"Typhus, gereinigtes Polysaccharid-Antigen",typhus gereinigtes polysaccharid antigen
"Typhus, inaktiviert, ganze Zelle",typhus inaktiviert ganze zelle
"Typhus, Kombinationen mit Paratyphustypen",typhus paratyphustypen
"Typhus, oral, lebend abgeschwächt",typhus oral lebend abgeschwaecht
Typhus-Hepatitis A,typhus hepatitis
Tyramin,tyramin
Tyropansäure,tyropansaeure
Tyrothricin,tyrothricin
Ubidecarenon,ubidecarenon
Ublituximab,ublituximab
Ubrogepant,ubrogepant
Udenafil,udenafil
Ulinastatin,ulinastatin
Ulipristal,ulipristal
Ulobetasol,ulobetasol
Umbralisib,umbralisib
Umeclidiniumbromid,umeclidiniumbromid
Umifenovir,umifenovir
Undecylensäure,undecylensaeure
Unoproston,unoproston
Upadacitinib,upadacitinib
Uramustin,uramustin
Urapidil,urapidil
Uratoxidase,uratoxidase
"Uridinphosphat, Kombinationen",uridinphosphat
Uridintriacetat,uridintriacetat
Uridin-5-monophosphat,uridin monophosphat
Urobilinogen-Testzone,urobilinogen testzone
Urofollitropin,urofollitropin
Urokinase,urokinase
Ursodeoxycholsäure,ursodeoxycholsaeure
Ursodoxicoltaurin,ursodoxicoltaurin
Ustekinumab,ustekinumab
Utidelon,utidelon
Uzarawurzel,uzarawurzel
Vadadustat,vadadustat
Vaginalring mit Gestagenen,vaginalring gestagenen
Vaginalring mit Gestagenen und Estrogenen,vaginalring gestagenen estrogenen
Valaciclovir,valaciclovir
Valbenazin,valbenazin
Valdecoxib,valdecoxib
Valethamat,valethamat
Valganciclovir,valganciclovir
Valnoctamid,valnoctamid
Valoctocogen roxaparvovec,valoctocogen roxaparvovec
Valproinsäure,valproinsaeure
Valpromid,valpromid
Valrubicin,valrubicin
Valsartan,valsartan
"Valsartan, Amlodipin und Hydrochlorothiazid",valsartan amlodipin hydrochlorothiazid
Valsartan und Aliskiren,valsartan aliskiren
Valsartan und Amlodipin,valsartan amlodipin
Valsartan und Diuretika,valsartan diuretika
Valsartan und Hydrochlorothiazid,valsartan hydrochlorothiazid
Valsartan und Lercanidipin,valsartan lercanidipin
Valsartan und Nebivolol,valsartan nebivolol
Valsartan und Sacubitril,valsartan sacubitril
Vamorolon,vamorolon
Vancomycin,vancomycin
Vandetanib,vandetanib
Vapreotid,vapreotid
Vardenafil,vardenafil
Vareniclin,vareniclin
"Varicella, lebend abgeschwächt",varicella lebend abgeschwaecht
Varicella/Zoster-Immunglobulin,varicella zoster immunglobulin
Vasopressin (Argipressin),vasopressin argipressin
Vaterschaftstest mit DNA-Testzone,vaterschaftstest dna testzone
Vecuronium,vecuronium
Vedolizumab,vedolizumab
Velaglucerase alfa,velaglucerase alfa
Veliparib,veliparib
Velmanase alfa,velmanase alfa
Vemurafenib,vemurafenib
Venetoclax,venetoclax
Venlafaxin,venlafaxin
Venusfliegenfalle,venusfliegenfalle
Veraliprid,veraliprid
Verapamil,verapamil
"Verapamil, Hydrochlorothiazid und Triamteren",verapamil hydrochlorothiazid triamteren
Verapamil in Kombination mit Chinidin,verapamil kombination chinidin
Verapamil und Hydrochlorothiazid,verapamil hydrochlorothiazid
Veratrum,veratrum
Veratrum und Diuretika,veratrum diuretika
Verbandmittel mit Aluminiumchloridhydroxid-Komplex,verbandmittel aluminiumchloridhydroxid komplex
Verbandmittel mit Ibuprofen,verbandmittel ibuprofen
Verbandmittel mit Perubalsam,verbandmittel perubalsam
Verbandmittel mit Vaselin,verbandmittel vaselin
Vericiguat,vericiguat
Vernakalant,vernakalant
Verschiedene,verschiedene
Verschiedene Hämofiltrate,verschiedene haemofiltrate
Verschiedene homöopathische und anthroposophische Antiemetika,verschiedene homoeopathische anthroposophische antiemetika
"Verschiedene homöopathische und anthroposophische Mittel 
bei erektiler Dysfunktion",verschiedene homoeopathische anthroposophische mittel erektiler dysfunktion
"Verschiedene homöopathische und anthroposophische Mittel, 
Urologika",verschiedene homoeopathische anthroposophische mittel urologika
Verschiedene Verdünnungslösungen,verschiedene verduennungsloesungen
Verschiedene Xanthine und Sympathomimetika,verschiedene xanthine sympathomimetika
Verteporfin,verteporfin
Vestronidase alfa,vestronidase alfa
Vibegron,vibegron
Vidarabin,vidarabin
Vigabatrin,vigabatrin
"Vilanterol, Umeclidiniumbromid und Fluticasonfuroat",vilanterol umeclidiniumbromid fluticasonfuroat
Vilanterol und Fluticasonfuroat,vilanterol fluticasonfuroat
Vilanterol und Umeclidiniumbromid,vilanterol umeclidiniumbromid
Vilazodon,vilazodon
Vildagliptin,vildagliptin
Vilobelimab,vilobelimab
Viloxazin,viloxazin
Viltolarsen,viltolarsen
Viminol,viminol
Vinbarbital,vinbarbital
Vinblastin,vinblastin
Vinburnin,vinburnin
Vincamin,vincamin
Vincristin,vincristin
Vindesin,vindesin
Vinflunin,vinflunin
Vinorelbin,vinorelbin
Vinpocetin,vinpocetin
Vintafolid,vintafolid
Vinylbital,vinylbital
Vinylether,vinylether
Viquidil,viquidil
Virginiamycin,virginiamycin
Viscum album,viscum album
Vismodegib,vismodegib
Visnadin,visnadin
"Vitamin B1, Vitamin B6 und Vitamin B12",vitamin vitamin vitamin
"Vitamin E, Kombinationen mit Mineralstoffen",vitamin mineralstoffen
Vitamin-A-Konzentrate,vitamin konzentrate
"Vitamin-B-Komplex, andere Kombinationen",vitamin komplex
Vitamin-B-Komplex mit Vitamin C,vitamin komplex vitamin
"Vitamin-B-Komplex, rein",vitamin komplex rein
"Vitamine, andere Kombinationen",vitamine
Voclosporin,voclosporin
Voglibose,voglibose
Volanesorsen,volanesorsen
Vollblut,vollblut
Vollblut ohne Pharmazentralnummer,vollblut pharmazentralnummer
Von Willebrand-Faktor,willebrand faktor
"Von Willebrand-Faktor und Blutgerinnungsfaktor VIII 
in Kombination",willebrand faktor blutgerinnungsfaktor viii kombination
Vonicog alfa,vonicog alfa
Vonoprazan,vonoprazan
"Vonoprazan, Amoxicillin und Clarithromycin",vonoprazan amoxicillin clarithromycin
"Vonoprazan, Amoxicillin und Metronidazol",vonoprazan amoxicillin metronidazol
Vonoprazan und Amoxicillin,vonoprazan amoxicillin
Vorapaxar,vorapaxar
Vorasidenib,vorasidenib
Voretigen neparvovec,voretigen neparvovec
Voriconazol,voriconazol
Vorinostat,vorinostat
Vorozol,vorozol
Vortioxetin,vortioxetin
Vosaroxin,vosaroxin
Vosoritid,vosoritid
Voxelotor,voxelotor
Vutrisiran,vutrisiran
Wacholderbeeren,wacholderbeeren
Warfarin,warfarin
"Waschlotionen/Seife, Kombinationen",waschlotionen seife
Wasser,wasser
Wasserstoffperoxid,wasserstoffperoxid
Weidenrinden,weidenrinden
Weinlaubblätter,weinlaubblaetter
"Weißdornblätter, Kombinationen",weissdornblaetter
Weißdornblätter mit Blüten**,weissdornblaetter blueten
Weitere Serviceleistung,weitere serviceleistung
Weizenkeimextrakt,weizenkeimextrakt
Wermutkraut,wermutkraut
Wolfstrappkraut,wolfstrappkraut
Wollblumen,wollblumen
Xaliproden,xaliproden
Xamoterol,xamoterol
Xantinolnicotinat,xantinolnicotinat
Xenon,xenon
(127Xe)Xenongas,xe xenongas
Xenysalat,xenysalat
Xenytropiumbromid und Psycholeptika,xenytropiumbromid psycholeptika
Xibornol,xibornol
Ximelagatran,ximelagatran
Xipamid,xipamid
Xipamid und Triamteren,xipamid triamteren
Xylenol,xylenol
Xylitol,xylitol
Xylometazolin,xylometazolin
Yohimbin,yohimbin
(90Y)Yttriumcitratkolloid,yttriumcitratkolloid
(90Y)Yttrium-Eisen(III)hydroxidkolloid,yttrium eisen iii hydroxidkolloid
(90Y)Yttriumsilicatkolloid,yttriumsilicatkolloid
Zafirlukast,zafirlukast
Zalcitabin,zalcitabin
Zaleplon,zaleplon
Zanamivir,zanamivir
Zanidatamab,zanidatamab
Zanubrutinib,zanubrutinib
Zavegepant,zavegepant
Ziconotid,ziconotid
Zidovudin,zidovudin
"Zidovudin, Lamivudin und Abacavir",zidovudin lamivudin abacavir
"Zidovudin, Lamivudin und Nevirapin",zidovudin lamivudin nevirapin
Zidovudin und Lamivudin,zidovudin lamivudin
Zilucoplan,zilucoplan
Zimeldin,zimeldin
Zinkacetat,zinkacetat
Zinkchlorid,zinkchlorid
Zinkgluconat,zinkgluconat
Zink-haltige Verbände mit Zusätzen,zink verbaende zusaetzen
Zink-haltige Verbände ohne Zusätze,zink verbaende zusaetze
Zink-haltige Verbindungen,zink
Zinkhydrogenaspartat,zinkhydrogenaspartat
Zinkorotat,zinkorotat
Zinkoxid,zinkoxid
Zinkpräparate,zinkpraeparate
Zinkprotein-Komplex,zinkprotein komplex
Zinksulfat,zinksulfat
Zinn(II)-fluorid,zinn ii fluorid
Zipeprol,zipeprol
Ziprasidon,ziprasidon
Zitronensäure,zitronensaeure
Zofenopril,zofenopril
Zofenopril und Diuretika,zofenopril diuretika
Zofenopril und Hydrochlorothiazid,zofenopril hydrochlorothiazid
Zofenopril und Nebivolol,zofenopril nebivolol
